notif_id,plate,owner,phone,type,message,status,time
551,WB67HF8236,Neha Sharma,+916210931597,EMAIL,WB67HF8236 overspeeding (41 km/h) at Academic Block B,Delivered,2026-03-24 01:10:58
552,AS35MP2924,Sneha Mehta,+914556580308,EMAIL,AS35MP2924 overspeeding (51 km/h) at Main Gate,Failed,2026-03-24 11:14:58
553,AS86JG9373,Suresh Mehta,+912381617150,SYSTEM,AS86JG9373 overspeeding (28 km/h) at Hospital Road,Delivered,2026-03-23 14:19:58
554,AS34EA9219,Ananya Verma,+919279012809,EMAIL,AS34EA9219 overspeeding (64 km/h) at Library Junction,Failed,2026-03-24 05:05:58
555,AS83FS6022,Kavya Mehta,+917446152331,SMS,AS83FS6022 overspeeding (24 km/h) at Residential Zone,Delivered,2026-03-23 19:03:58
556,DL86SZ9423,Meena Joshi,+919354767148,EMAIL,DL86SZ9423 overspeeding (36 km/h) at Library Junction,Delivered,2026-03-24 07:20:58
557,AS20GA9785,Rahul Iyer,+913620715201,SMS,AS20GA9785 overspeeding (39 km/h) at Academic Block B,Failed,2026-03-24 02:02:58
558,DL32VH5131,Ananya Nair,+916053706022,SYSTEM,DL32VH5131 overspeeding (57 km/h) at Sports Complex,Delivered,2026-03-23 23:47:58
559,ML66ZK5727,Meena Das,+917622447332,EMAIL,ML66ZK5727 overspeeding (64 km/h) at Academic Block B,Delivered,2026-03-23 17:31:58
560,DL32VH5131,Ananya Nair,+916053706022,SYSTEM,DL32VH5131 overspeeding (36 km/h) at Academic Block A,Delivered,2026-03-23 17:36:58
561,DL83WU9535,Kavya Nair,+911915390504,SYSTEM,DL83WU9535 overspeeding (56 km/h) at Academic Block A,Delivered,2026-03-23 18:22:58
562,ML34UE2374,Rohan Joshi,+914806694030,SYSTEM,ML34UE2374 overspeeding (45 km/h) at Residential Zone,Failed,2026-03-24 08:37:58
563,DL21FZ5173,Rahul Nair,+911900874208,SYSTEM,DL21FZ5173 overspeeding (57 km/h) at Residential Zone,Delivered,2026-03-23 15:39:58
564,AS40IU3799,Rohan Nair,+910527804140,SYSTEM,AS40IU3799 overspeeding (25 km/h) at Main Gate,Failed,2026-03-23 21:30:58
565,DL32VH5131,Ananya Nair,+916053706022,SMS,DL32VH5131 overspeeding (38 km/h) at Sports Complex,Failed,2026-03-23 13:52:58
566,DL39UK9366,Pooja Bose,+918116523937,SYSTEM,DL39UK9366 overspeeding (29 km/h) at Sports Complex,Failed,2026-03-23 22:22:58
567,DL99TM2873,Pooja Bose,+918396935104,SYSTEM,DL99TM2873 overspeeding (29 km/h) at Academic Block A,Delivered,2026-03-23 23:12:58
568,DL83RN3192,Pooja Mehta,+916710951012,EMAIL,DL83RN3192 overspeeding (68 km/h) at Academic Block B,Delivered,2026-03-23 17:25:58
569,KA16QU5840,Ananya Kumar,+912966108850,SYSTEM,KA16QU5840 overspeeding (48 km/h) at Academic Block B,Delivered,2026-03-24 12:22:58
570,AS20GA9785,Rahul Iyer,+913620715201,SMS,AS20GA9785 overspeeding (26 km/h) at Residential Zone,Failed,2026-03-23 13:12:58
571,ML88FN3438,Neha Iyer,+911992948086,SYSTEM,ML88FN3438 overspeeding (52 km/h) at Main Gate,Delivered,2026-03-23 18:32:58
572,ML56BF3812,Kavya Verma,+911367302207,SMS,ML56BF3812 overspeeding (68 km/h) at Academic Block A,Delivered,2026-03-23 20:12:58
573,ML28TE1153,Rajesh Gupta,+910236906726,SYSTEM,ML28TE1153 overspeeding (28 km/h) at Academic Block A,Failed,2026-03-23 20:25:58
574,DL86SZ9423,Meena Joshi,+919354767148,EMAIL,DL86SZ9423 overspeeding (57 km/h) at Main Gate,Delivered,2026-03-23 18:57:58
575,AS05UA4808,Kavya Das,+919637877610,EMAIL,AS05UA4808 overspeeding (30 km/h) at Main Gate,Failed,2026-03-24 03:51:58
576,DL15VL1668,Arjun Mehta,+918492100012,SMS,DL15VL1668 overspeeding (59 km/h) at Library Junction,Failed,2026-03-23 12:42:58
577,KA54JI4942,Neha Nair,+918675014564,EMAIL,KA54JI4942 overspeeding (39 km/h) at Sports Complex,Delivered,2026-03-23 23:46:58
578,DL83RN3192,Pooja Mehta,+916710951012,SMS,DL83RN3192 overspeeding (64 km/h) at Sports Complex,Delivered,2026-03-24 05:27:58
579,WB83EK6884,Pooja Iyer,+913168632252,SMS,WB83EK6884 overspeeding (32 km/h) at Residential Zone,Delivered,2026-03-24 00:30:58
580,KA67DY2024,Kavya Bose,+919877170221,SMS,KA67DY2024 overspeeding (30 km/h) at Academic Block A,Delivered,2026-03-23 14:02:58
581,ML67AP9551,Suresh Verma,+917855402642,SMS,ML67AP9551 overspeeding (65 km/h) at Main Gate,Delivered,2026-03-23 15:45:58
582,ML07XQ7196,Rohan Bose,+915677490863,SMS,ML07XQ7196 overspeeding (23 km/h) at GH-4 Gate,Failed,2026-03-23 13:00:58
583,DL05AZ5766,Rahul Joshi,+913347348918,SMS,DL05AZ5766 overspeeding (51 km/h) at Academic Block A,Delivered,2026-03-24 08:40:58
584,ML46MM6488,Rajesh Joshi,+919322317460,SYSTEM,ML46MM6488 overspeeding (31 km/h) at Academic Block A,Delivered,2026-03-23 14:16:58
585,AS38TM4623,Kavya Gupta,+912540649898,SMS,AS38TM4623 overspeeding (63 km/h) at Residential Zone,Failed,2026-03-24 12:11:58
586,WB67HF8236,Neha Sharma,+916210931597,SYSTEM,WB67HF8236 overspeeding (52 km/h) at Sports Complex,Delivered,2026-03-24 01:36:58
587,AS27RC7448,Ananya Sharma,+919232836094,SMS,AS27RC7448 overspeeding (57 km/h) at Sports Complex,Failed,2026-03-24 05:02:58
588,WB15EK7276,Neha Gupta,+916521010367,SYSTEM,WB15EK7276 overspeeding (45 km/h) at Library Junction,Failed,2026-03-23 20:23:58
589,WB35LG7640,Neha Verma,+911544676659,SMS,WB35LG7640 overspeeding (30 km/h) at Library Junction,Delivered,2026-03-23 19:43:58
590,ML28CR1695,Suresh Mehta,+915639757890,SYSTEM,ML28CR1695 overspeeding (29 km/h) at Hospital Road,Delivered,2026-03-23 15:40:58
591,AS56EJ1700,Pooja Verma,+914789307919,EMAIL,AS56EJ1700 overspeeding (24 km/h) at GH-4 Gate,Delivered,2026-03-24 06:33:58
592,ML37VL7728,Sneha Nair,+915564478958,EMAIL,ML37VL7728 overspeeding (65 km/h) at Academic Block A,Delivered,2026-03-24 08:53:58
593,AS35MP2924,Sneha Mehta,+914556580308,SYSTEM,AS35MP2924 overspeeding (59 km/h) at Academic Block A,Delivered,2026-03-23 13:59:58
594,DL59QR2695,Suresh Das,+910814670689,EMAIL,DL59QR2695 overspeeding (53 km/h) at Academic Block B,Failed,2026-03-24 09:58:58
595,ML32GF1928,Aman Iyer,+917798826466,SYSTEM,ML32GF1928 overspeeding (25 km/h) at GH-4 Gate,Failed,2026-03-24 01:46:58
596,DL98KR3808,Rohan Iyer,+917462868793,EMAIL,DL98KR3808 overspeeding (45 km/h) at Academic Block A,Failed,2026-03-24 04:55:58
597,AS35MP2924,Sneha Mehta,+914556580308,SMS,AS35MP2924 overspeeding (38 km/h) at Hospital Road,Delivered,2026-03-24 10:50:58
598,AS66CQ3987,Neha Das,+911025854153,SYSTEM,AS66CQ3987 overspeeding (69 km/h) at Residential Zone,Failed,2026-03-24 10:27:58
599,KA55JD5796,Riya Gupta,+916827671617,SMS,KA55JD5796 overspeeding (22 km/h) at Hospital Road,Delivered,2026-03-23 17:23:58
600,KA48KJ3409,Aman Bose,+912160886709,SYSTEM,KA48KJ3409 overspeeding (26 km/h) at Main Gate,Delivered,2026-03-23 22:45:58
601,AS17HA8384,Riya Verma,+917556453519,EMAIL,AS17HA8384 overspeeding (59 km/h) at Residential Zone,Delivered,2026-03-24 08:22:58
602,KA32PF6209,Rahul Nair,+913422974948,SYSTEM,KA32PF6209 overspeeding (45 km/h) at Academic Block A,Delivered,2026-03-24 06:55:58
603,ML94LG3675,Arjun Bose,+912905214340,SMS,ML94LG3675 overspeeding (21 km/h) at Main Gate,Failed,2026-03-24 06:19:58
604,ML66ZK5727,Meena Das,+917622447332,EMAIL,ML66ZK5727 overspeeding (34 km/h) at Sports Complex,Failed,2026-03-23 23:19:58
605,KA85SP8923,Sneha Iyer,+915424963059,EMAIL,KA85SP8923 overspeeding (30 km/h) at Main Gate,Failed,2026-03-23 14:07:58
606,AS84QL6148,Rohan Joshi,+913289615662,SYSTEM,AS84QL6148 overspeeding (65 km/h) at Residential Zone,Failed,2026-03-24 03:00:58
607,KA91KA4712,Meena Mehta,+914977347776,SMS,KA91KA4712 overspeeding (25 km/h) at Hospital Road,Failed,2026-03-24 06:47:58
608,KA26GV1325,Priya Mehta,+915506330633,SMS,KA26GV1325 overspeeding (57 km/h) at Library Junction,Failed,2026-03-24 10:44:58
609,DL09RM3079,Rajesh Gupta,+910414389408,EMAIL,DL09RM3079 overspeeding (54 km/h) at Main Gate,Failed,2026-03-24 06:23:58
610,ML28CR1695,Suresh Mehta,+915639757890,SMS,ML28CR1695 overspeeding (55 km/h) at Academic Block A,Failed,2026-03-23 15:11:58
611,AS66CQ3987,Neha Das,+911025854153,SMS,AS66CQ3987 overspeeding (55 km/h) at GH-4 Gate,Delivered,2026-03-23 13:24:58
612,ML64JM7237,Ananya Mehta,+910089925356,SYSTEM,ML64JM7237 overspeeding (53 km/h) at Hospital Road,Failed,2026-03-23 19:41:58
613,AS39TF1535,Suresh Sharma,+916015436475,EMAIL,AS39TF1535 overspeeding (49 km/h) at Library Junction,Delivered,2026-03-24 01:04:58
614,KA16IA3366,Rohan Sharma,+915286067475,SMS,KA16IA3366 overspeeding (44 km/h) at Academic Block A,Delivered,2026-03-24 04:41:58
615,ML64JM7237,Ananya Mehta,+910089925356,EMAIL,ML64JM7237 overspeeding (70 km/h) at Library Junction,Delivered,2026-03-24 02:09:58
616,ML32GF1928,Aman Iyer,+917798826466,SMS,ML32GF1928 overspeeding (44 km/h) at Sports Complex,Failed,2026-03-23 16:07:58
617,DL08NI4952,Vikram Nair,+912709109071,EMAIL,DL08NI4952 overspeeding (49 km/h) at Hospital Road,Failed,2026-03-23 23:00:58
618,DL49NC5997,Pooja Kumar,+913421486777,SMS,DL49NC5997 overspeeding (53 km/h) at Academic Block B,Delivered,2026-03-24 03:48:58
619,ML45SH3466,Sneha Joshi,+914389074659,SMS,ML45SH3466 overspeeding (47 km/h) at GH-4 Gate,Failed,2026-03-23 19:01:58
620,AS39TF1535,Suresh Sharma,+916015436475,SYSTEM,AS39TF1535 overspeeding (51 km/h) at Residential Zone,Delivered,2026-03-23 15:50:58
621,WB83EK6884,Pooja Iyer,+913168632252,EMAIL,WB83EK6884 overspeeding (59 km/h) at Academic Block A,Delivered,2026-03-23 18:16:58
622,AS78YT6554,Aman Nair,+915592718773,SMS,AS78YT6554 overspeeding (55 km/h) at Library Junction,Delivered,2026-03-24 03:59:58
623,KA85SP8923,Sneha Iyer,+915424963059,SYSTEM,KA85SP8923 overspeeding (26 km/h) at Main Gate,Failed,2026-03-23 13:15:58
624,DL05AZ5766,Rahul Joshi,+913347348918,EMAIL,DL05AZ5766 overspeeding (60 km/h) at Library Junction,Failed,2026-03-24 08:21:58
625,AS87CO8533,Arjun Kumar,+914853515621,SMS,AS87CO8533 overspeeding (63 km/h) at Sports Complex,Failed,2026-03-24 01:31:58
626,KA97LD1716,Rajesh Gupta,+916474566939,SYSTEM,KA97LD1716 overspeeding (54 km/h) at Residential Zone,Failed,2026-03-24 07:28:58
627,ML64JM7237,Ananya Mehta,+910089925356,SMS,ML64JM7237 overspeeding (56 km/h) at Library Junction,Failed,2026-03-24 01:24:58
628,KA92JX4694,Riya Kumar,+914291031585,SYSTEM,KA92JX4694 overspeeding (33 km/h) at Library Junction,Failed,2026-03-23 15:13:58
629,DL98TW1231,Arjun Das,+911014027580,SYSTEM,DL98TW1231 overspeeding (39 km/h) at Main Gate,Delivered,2026-03-24 04:47:58
630,ML64JM7237,Ananya Mehta,+910089925356,SMS,ML64JM7237 overspeeding (52 km/h) at Library Junction,Failed,2026-03-23 15:25:58
631,DL86SZ9423,Meena Joshi,+919354767148,EMAIL,DL86SZ9423 overspeeding (30 km/h) at Hospital Road,Failed,2026-03-24 00:13:58
632,ML28TE1153,Rajesh Gupta,+910236906726,SYSTEM,ML28TE1153 overspeeding (56 km/h) at Main Gate,Failed,2026-03-23 15:21:58
633,WB53AS7612,Riya Das,+915125486662,SYSTEM,WB53AS7612 overspeeding (69 km/h) at Sports Complex,Failed,2026-03-23 13:57:58
634,AS39DD6131,Neha Nair,+917489491004,SMS,AS39DD6131 overspeeding (53 km/h) at Sports Complex,Failed,2026-03-24 02:29:58
635,WB03IY1586,Rohan Das,+919834567754,SYSTEM,WB03IY1586 overspeeding (25 km/h) at Main Gate,Delivered,2026-03-23 20:16:58
636,DL31BI3386,Kavya Verma,+919431025879,SMS,DL31BI3386 overspeeding (25 km/h) at Hospital Road,Delivered,2026-03-24 10:39:58
637,ML96SL5034,Ananya Nair,+913496992806,SYSTEM,ML96SL5034 overspeeding (49 km/h) at Academic Block B,Failed,2026-03-23 22:07:58
638,DL74BJ4274,Suresh Verma,+912083212354,EMAIL,DL74BJ4274 overspeeding (35 km/h) at Academic Block B,Failed,2026-03-24 01:34:58
639,AS20GA9785,Rahul Iyer,+913620715201,SMS,AS20GA9785 overspeeding (48 km/h) at Hospital Road,Failed,2026-03-24 02:22:58
640,KA48KJ3409,Aman Bose,+912160886709,SMS,KA48KJ3409 overspeeding (26 km/h) at Academic Block B,Delivered,2026-03-23 16:54:58
641,ML28CR1695,Suresh Mehta,+915639757890,SMS,ML28CR1695 overspeeding (68 km/h) at GH-4 Gate,Failed,2026-03-23 19:14:58
642,KA72NF7276,Kavya Sharma,+914958854666,SMS,KA72NF7276 overspeeding (54 km/h) at Hospital Road,Failed,2026-03-23 17:14:58
643,ML66DO3392,Neha Kumar,+919221505021,SYSTEM,ML66DO3392 overspeeding (49 km/h) at Academic Block A,Failed,2026-03-24 02:53:58
644,DL40VN4049,Rajesh Das,+915928684265,SMS,DL40VN4049 overspeeding (38 km/h) at Hospital Road,Delivered,2026-03-23 13:30:58
645,KA54JI4942,Neha Nair,+918675014564,EMAIL,KA54JI4942 overspeeding (29 km/h) at Residential Zone,Delivered,2026-03-24 03:42:58
646,DL83RN3192,Pooja Mehta,+916710951012,SMS,DL83RN3192 overspeeding (29 km/h) at Residential Zone,Failed,2026-03-24 09:30:58
647,ML32GF1928,Aman Iyer,+917798826466,SYSTEM,ML32GF1928 overspeeding (52 km/h) at Main Gate,Delivered,2026-03-23 22:49:58
648,AS34EA9219,Ananya Verma,+919279012809,SYSTEM,AS34EA9219 overspeeding (51 km/h) at GH-4 Gate,Failed,2026-03-23 15:01:58
649,AS78YT6554,Aman Nair,+915592718773,SMS,AS78YT6554 overspeeding (66 km/h) at GH-4 Gate,Delivered,2026-03-23 21:14:58
650,WB53AS7612,Riya Das,+915125486662,EMAIL,WB53AS7612 overspeeding (57 km/h) at Sports Complex,Failed,2026-03-23 16:53:58
651,KA55JD5796,Riya Gupta,+916827671617,SMS,KA55JD5796 overspeeding (43 km/h) at Main Gate,Failed,2026-03-23 15:47:58
652,KA16IA3366,Rohan Sharma,+915286067475,EMAIL,KA16IA3366 overspeeding (27 km/h) at Sports Complex,Delivered,2026-03-24 01:52:58
653,AS39TF1535,Suresh Sharma,+916015436475,EMAIL,AS39TF1535 overspeeding (50 km/h) at GH-4 Gate,Failed,2026-03-24 11:33:58
654,KA04TV4558,Vikram Bose,+917707675638,SMS,KA04TV4558 overspeeding (25 km/h) at Hospital Road,Failed,2026-03-24 11:21:58
655,KA85SP8923,Sneha Iyer,+915424963059,SYSTEM,KA85SP8923 overspeeding (66 km/h) at Residential Zone,Delivered,2026-03-23 22:05:58
656,AS86JG9373,Suresh Mehta,+912381617150,SMS,AS86JG9373 overspeeding (29 km/h) at Main Gate,Delivered,2026-03-24 03:51:58
657,WB55CZ1211,Neha Nair,+912736869188,SYSTEM,WB55CZ1211 overspeeding (27 km/h) at Residential Zone,Failed,2026-03-23 15:02:58
658,ML96SL5034,Ananya Nair,+913496992806,SYSTEM,ML96SL5034 overspeeding (35 km/h) at Hospital Road,Delivered,2026-03-23 12:54:58
659,KA32PF6209,Rahul Nair,+913422974948,EMAIL,KA32PF6209 overspeeding (50 km/h) at Sports Complex,Delivered,2026-03-23 14:06:58
660,DL98TW1231,Arjun Das,+911014027580,EMAIL,DL98TW1231 overspeeding (33 km/h) at Academic Block A,Failed,2026-03-23 22:28:58
661,WB91KK4291,Sneha Verma,+918987479903,EMAIL,WB91KK4291 overspeeding (66 km/h) at Hospital Road,Failed,2026-03-23 14:54:58
662,AS34EA9219,Ananya Verma,+919279012809,SMS,AS34EA9219 overspeeding (49 km/h) at GH-4 Gate,Failed,2026-03-24 07:11:58
663,KA54JI4942,Neha Nair,+918675014564,EMAIL,KA54JI4942 overspeeding (22 km/h) at Main Gate,Delivered,2026-03-23 14:44:58
664,WB67HF8236,Neha Sharma,+916210931597,SYSTEM,WB67HF8236 overspeeding (54 km/h) at Main Gate,Failed,2026-03-24 06:56:58
665,AS20GA9785,Rahul Iyer,+913620715201,EMAIL,AS20GA9785 overspeeding (27 km/h) at Main Gate,Delivered,2026-03-24 06:44:58
666,ML28CR1695,Suresh Mehta,+915639757890,SMS,ML28CR1695 overspeeding (42 km/h) at Academic Block A,Delivered,2026-03-23 23:31:58
667,KA04TV4558,Vikram Bose,+917707675638,SYSTEM,KA04TV4558 overspeeding (53 km/h) at Hospital Road,Failed,2026-03-24 01:06:58
668,WB83EK6884,Pooja Iyer,+913168632252,SYSTEM,WB83EK6884 overspeeding (31 km/h) at Academic Block B,Delivered,2026-03-24 12:02:58
669,KA67DY2024,Kavya Bose,+919877170221,SMS,KA67DY2024 overspeeding (25 km/h) at Academic Block B,Failed,2026-03-24 08:47:58
670,DL86SZ9423,Meena Joshi,+919354767148,EMAIL,DL86SZ9423 overspeeding (28 km/h) at Hospital Road,Failed,2026-03-24 09:28:58
671,DL12UZ8203,Rahul Joshi,+910460448844,SMS,DL12UZ8203 overspeeding (25 km/h) at Hospital Road,Failed,2026-03-23 14:49:58
672,KA72NF7276,Kavya Sharma,+914958854666,SMS,KA72NF7276 overspeeding (24 km/h) at Academic Block A,Delivered,2026-03-24 07:34:58
673,DL21FZ5173,Rahul Nair,+911900874208,EMAIL,DL21FZ5173 overspeeding (62 km/h) at Sports Complex,Failed,2026-03-23 17:18:58
674,AS15DM4115,Kavya Bose,+912103891860,EMAIL,AS15DM4115 overspeeding (22 km/h) at Library Junction,Failed,2026-03-23 14:28:58
675,KA16QU5840,Ananya Kumar,+912966108850,SMS,KA16QU5840 overspeeding (40 km/h) at Academic Block B,Delivered,2026-03-24 11:08:58
676,AS05UA4808,Kavya Das,+919637877610,SMS,AS05UA4808 overspeeding (32 km/h) at Sports Complex,Delivered,2026-03-23 22:09:58
677,WB69AZ2580,Rahul Gupta,+917864439585,SYSTEM,WB69AZ2580 overspeeding (57 km/h) at Academic Block B,Failed,2026-03-23 19:06:58
678,ML67RX5733,Arjun Iyer,+917949777325,EMAIL,ML67RX5733 overspeeding (63 km/h) at Residential Zone,Failed,2026-03-24 02:23:58
679,WB43LM1595,Sneha Gupta,+914372014242,SYSTEM,WB43LM1595 overspeeding (44 km/h) at Library Junction,Delivered,2026-03-24 03:58:58
680,DL52IZ2550,Ananya Iyer,+918110914408,SMS,DL52IZ2550 overspeeding (34 km/h) at Academic Block B,Failed,2026-03-24 06:15:58
681,DL31BI3386,Kavya Verma,+919431025879,SYSTEM,DL31BI3386 overspeeding (40 km/h) at GH-4 Gate,Delivered,2026-03-23 14:41:58
682,AS39DD6131,Neha Nair,+917489491004,EMAIL,AS39DD6131 overspeeding (36 km/h) at Academic Block B,Delivered,2026-03-24 00:13:58
683,DL98TW1231,Arjun Das,+911014027580,SMS,DL98TW1231 overspeeding (40 km/h) at Hospital Road,Failed,2026-03-23 21:07:58
684,KA98NI8813,Arjun Iyer,+917883709970,SMS,KA98NI8813 overspeeding (29 km/h) at Residential Zone,Failed,2026-03-24 11:02:58
685,KA55JD5796,Riya Gupta,+916827671617,SYSTEM,KA55JD5796 overspeeding (25 km/h) at Residential Zone,Failed,2026-03-23 18:41:58
686,WB43LM1595,Sneha Gupta,+914372014242,SYSTEM,WB43LM1595 overspeeding (69 km/h) at Academic Block A,Delivered,2026-03-24 06:45:58
687,DL01NF5747,Arjun Verma,+911316655257,SMS,DL01NF5747 overspeeding (31 km/h) at Hospital Road,Failed,2026-03-24 02:24:58
688,DL83WU9535,Kavya Nair,+911915390504,EMAIL,DL83WU9535 overspeeding (68 km/h) at Academic Block A,Failed,2026-03-24 03:21:58
689,AS11BT4725,Priya Iyer,+918449239542,SYSTEM,AS11BT4725 overspeeding (67 km/h) at Main Gate,Failed,2026-03-24 10:39:58
690,AS56EJ1700,Pooja Verma,+914789307919,SMS,AS56EJ1700 overspeeding (24 km/h) at Residential Zone,Delivered,2026-03-23 14:48:58
691,ML56BF3812,Kavya Verma,+911367302207,SMS,ML56BF3812 overspeeding (69 km/h) at Sports Complex,Failed,2026-03-24 05:26:58
692,ML28TE1153,Rajesh Gupta,+910236906726,SMS,ML28TE1153 overspeeding (55 km/h) at Library Junction,Delivered,2026-03-24 00:22:58
693,DL15VL1668,Arjun Mehta,+918492100012,SYSTEM,DL15VL1668 overspeeding (34 km/h) at Hospital Road,Failed,2026-03-23 18:00:58
694,ML45SH3466,Sneha Joshi,+914389074659,SYSTEM,ML45SH3466 overspeeding (60 km/h) at GH-4 Gate,Failed,2026-03-24 01:35:58
695,AS83FS6022,Kavya Mehta,+917446152331,SMS,AS83FS6022 overspeeding (28 km/h) at Academic Block A,Delivered,2026-03-23 13:15:58
696,ML64JM7237,Ananya Mehta,+910089925356,EMAIL,ML64JM7237 overspeeding (64 km/h) at Residential Zone,Failed,2026-03-24 06:05:58
697,DL05AZ5766,Rahul Joshi,+913347348918,EMAIL,DL05AZ5766 overspeeding (51 km/h) at Hospital Road,Failed,2026-03-23 20:21:58
698,DL09RM3079,Rajesh Gupta,+910414389408,EMAIL,DL09RM3079 overspeeding (66 km/h) at Hospital Road,Failed,2026-03-24 05:10:58
699,ML32GF1928,Aman Iyer,+917798826466,SMS,ML32GF1928 overspeeding (25 km/h) at Academic Block B,Delivered,2026-03-23 21:39:58
700,WB15EK7276,Neha Gupta,+916521010367,EMAIL,WB15EK7276 overspeeding (45 km/h) at GH-4 Gate,Delivered,2026-03-24 04:48:58
701,ML56VE5235,Rahul Bose,+916488033059,EMAIL,ML56VE5235 overspeeding (70 km/h) at Residential Zone,Delivered,2026-03-23 12:47:58
702,KA54JI4942,Neha Nair,+918675014564,EMAIL,KA54JI4942 overspeeding (59 km/h) at Main Gate,Failed,2026-03-23 21:07:58
703,WB84FK1524,Suresh Das,+919692463706,SMS,WB84FK1524 overspeeding (54 km/h) at Academic Block A,Failed,2026-03-23 20:01:58
704,WB43LM1595,Sneha Gupta,+914372014242,EMAIL,WB43LM1595 overspeeding (58 km/h) at GH-4 Gate,Failed,2026-03-23 15:34:58
705,DL59NA4362,Arjun Mehta,+917190273178,SYSTEM,DL59NA4362 overspeeding (36 km/h) at Library Junction,Failed,2026-03-24 02:55:58
706,AS17HA8384,Riya Verma,+917556453519,EMAIL,AS17HA8384 overspeeding (41 km/h) at Library Junction,Delivered,2026-03-23 20:09:58
707,ML73GV9095,Rajesh Mehta,+912021048241,SMS,ML73GV9095 overspeeding (70 km/h) at GH-4 Gate,Delivered,2026-03-24 02:27:58
708,KA17GN7428,Rohan Bose,+915832157688,SYSTEM,KA17GN7428 overspeeding (36 km/h) at Hospital Road,Delivered,2026-03-24 01:54:58
709,KA26GV1325,Priya Mehta,+915506330633,EMAIL,KA26GV1325 overspeeding (60 km/h) at Residential Zone,Delivered,2026-03-23 17:19:58
710,DL59QR2695,Suresh Das,+910814670689,SMS,DL59QR2695 overspeeding (34 km/h) at Academic Block B,Delivered,2026-03-23 14:40:58
711,ML97PM4717,Rajesh Joshi,+910225793932,EMAIL,ML97PM4717 overspeeding (21 km/h) at Academic Block A,Failed,2026-03-23 21:35:58
712,WB43LM1595,Sneha Gupta,+914372014242,EMAIL,WB43LM1595 overspeeding (26 km/h) at Sports Complex,Delivered,2026-03-24 07:47:58
713,DL98TW1231,Arjun Das,+911014027580,EMAIL,DL98TW1231 overspeeding (51 km/h) at GH-4 Gate,Delivered,2026-03-24 03:36:58
714,KA32PF6209,Rahul Nair,+913422974948,SMS,KA32PF6209 overspeeding (63 km/h) at Library Junction,Delivered,2026-03-23 15:55:58
715,KA82OH1461,Neha Nair,+915236349201,SYSTEM,KA82OH1461 overspeeding (36 km/h) at Residential Zone,Failed,2026-03-24 08:47:58
716,ML97PM4717,Rajesh Joshi,+910225793932,EMAIL,ML97PM4717 overspeeding (39 km/h) at Academic Block A,Delivered,2026-03-23 20:24:58
717,DL40VN4049,Rajesh Das,+915928684265,EMAIL,DL40VN4049 overspeeding (63 km/h) at Academic Block B,Failed,2026-03-24 01:23:58
718,KA54JI4942,Neha Nair,+918675014564,SMS,KA54JI4942 overspeeding (32 km/h) at Library Junction,Delivered,2026-03-23 18:56:58
719,KA72NF7276,Kavya Sharma,+914958854666,SMS,KA72NF7276 overspeeding (38 km/h) at Library Junction,Failed,2026-03-24 10:37:58
720,ML88FN3438,Neha Iyer,+911992948086,SMS,ML88FN3438 overspeeding (17 km/h) at Residential Zone,Failed,2026-03-24 06:20:58
721,DL98TW1231,Arjun Das,+911014027580,SMS,DL98TW1231 overspeeding (60 km/h) at Hospital Road,Failed,2026-03-23 23:04:58
722,ML66ZK5727,Meena Das,+917622447332,SMS,ML66ZK5727 overspeeding (70 km/h) at Academic Block B,Failed,2026-03-23 13:39:58
723,WB59SZ3341,Rahul Bose,+917914437386,SMS,WB59SZ3341 overspeeding (68 km/h) at Residential Zone,Failed,2026-03-23 23:35:58
724,ML56BF3812,Kavya Verma,+911367302207,SMS,ML56BF3812 overspeeding (51 km/h) at Hospital Road,Failed,2026-03-23 22:20:58
725,KA30QN3381,Sneha Sharma,+912427917146,SMS,KA30QN3381 overspeeding (31 km/h) at Sports Complex,Failed,2026-03-23 16:14:58
726,ML88FN3438,Neha Iyer,+911992948086,SYSTEM,ML88FN3438 overspeeding (21 km/h) at GH-4 Gate,Delivered,2026-03-23 15:26:58
727,ML88RX4292,Sneha Joshi,+913910963340,EMAIL,ML88RX4292 overspeeding (64 km/h) at Library Junction,Failed,2026-03-24 04:08:58
728,KA48KJ3409,Aman Bose,+912160886709,SYSTEM,KA48KJ3409 overspeeding (41 km/h) at Library Junction,Delivered,2026-03-24 08:13:58
729,WB34HA6278,Priya Nair,+911278416516,SYSTEM,WB34HA6278 overspeeding (34 km/h) at Residential Zone,Failed,2026-03-24 06:27:58
730,AS34EA9219,Ananya Verma,+919279012809,SMS,AS34EA9219 overspeeding (22 km/h) at GH-4 Gate,Failed,2026-03-23 22:15:58
731,DL80AM5081,Neha Iyer,+919588170395,SYSTEM,DL80AM5081 overspeeding (18 km/h) at Residential Zone,Failed,2026-03-24 00:30:58
732,AS11BT4725,Priya Iyer,+918449239542,EMAIL,AS11BT4725 overspeeding (29 km/h) at Sports Complex,Delivered,2026-03-23 17:02:58
733,KA14YZ5213,Rajesh Bose,+917500846271,SYSTEM,KA14YZ5213 overspeeding (39 km/h) at Academic Block A,Delivered,2026-03-24 08:20:58
734,ML34UE2374,Rohan Joshi,+914806694030,SMS,ML34UE2374 overspeeding (34 km/h) at Library Junction,Failed,2026-03-24 03:30:58
735,DL05AZ5766,Rahul Joshi,+913347348918,SYSTEM,DL05AZ5766 overspeeding (59 km/h) at Hospital Road,Delivered,2026-03-24 10:20:58
